,Return,Volatility,VYM,VTI,VOO
826,0.10423712545274569,0.20316659099500473,0.7586017884769692,0.0026989054452539528,0.2386993060777768
1761,0.0969556582996462,0.20317101908410276,0.911625504733175,0.06141488688472491,0.026959608382100066
1989,0.10483157939121984,0.20317624122439296,0.7163816312920048,0.21565826462334983,0.06796010408464541
1407,0.10487833873532539,0.20317722289371248,0.7168374211801166,0.2047444982526065,0.07841808056727692
116,0.10466057161675314,0.20318006730252383,0.7122847913187226,0.2733711824580649,0.01434402622321249
1013,0.10470694975244393,0.20318019852460759,0.745806698419671,0.020310269301006403,0.23388303227932264
382,0.10506619941566288,0.2031870376732175,0.7312122442138536,0.06901527464882434,0.19977248113732218
660,0.1048799624990557,0.20318950954998932,0.7097493936744731,0.25640115976171013,0.033849446563816804
1997,0.10517287557943177,0.20319404497509877,0.7298650815931031,0.061601463869162106,0.2085334545377349
1119,0.10488008496540285,0.20320073354960683,0.7052636308115334,0.2892394779545002,0.00549689123396627
63,0.0966521040898131,0.2032035397798502,0.9208839480779596,0.042773316377628885,0.03634273554441147
1456,0.10524384442382544,0.2032038133180396,0.707156282644024,0.21644603742379734,0.07639767993217869
727,0.10545139431514508,0.20320804175971532,0.7215869509502251,0.07711805474181233,0.2012949943079626
977,0.10529383882755455,0.20322176739885744,0.6993843304689605,0.2652762944413667,0.03533937508967278
1104,0.10570638823917727,0.20322255885728727,0.7110153906411549,0.11324505824709792,0.17573955111174702
1967,0.10566637966630373,0.2032256926716879,0.7216750518060897,0.04164464289524292,0.23668030529866738
1290,0.10577608093647375,0.20322848820521575,0.714944580081557,0.07317343179508529,0.2118819881233577
1684,0.09684859715066084,0.20322958501211932,0.9217348798998708,0.004707966556555317,0.07355715354357392
1213,0.10582403888549442,0.20323034483923508,0.7096431862135625,0.10423678939081071,0.18612002439562678
1235,0.10582710478636827,0.20323866885317873,0.7205727899960306,0.02368089331181443,0.25574631669215503
722,0.10592767178927855,0.20324096452246584,0.7004665498374736,0.15466679236390293,0.14486665779862354
1305,0.09576122754669855,0.2032413792157921,0.9383500330203448,0.05915831165160974,0.0024916553280455063
1156,0.1057610955618984,0.20325274390934514,0.6908187138458893,0.25232276815480953,0.05685851799930105
291,0.10560398556905069,0.20325365087651856,0.6897382090882208,0.2856895979657057,0.02457219294607358
1359,0.10587167982127435,0.20325674964073084,0.6901981990417517,0.23895315140488385,0.07084864955336445
1657,0.10615833730945518,0.20325816480442427,0.6952601067119464,0.15543563029085483,0.1493042629971989
684,0.10596992945383434,0.20326222300291077,0.6889678616951551,0.23204871251073284,0.0789834257941121
1138,0.10631613198379543,0.2032653710895319,0.7045927824703205,0.06151082920793468,0.23389638832174492
423,0.10631777628354477,0.2032708787079188,0.6913380492637123,0.15833520752280092,0.1503267432134867
1637,0.10638850827830641,0.20327185503106313,0.7053657896863803,0.04412345053678874,0.25051075977683107
1981,0.10589981557486157,0.20327519429071192,0.6839628918508631,0.2800686495448391,0.03596845860429784
274,0.1064134509814589,0.20327626475519708,0.6909329995274167,0.14580269176718486,0.16326430870539843
671,0.10601850464797657,0.20327902230653083,0.6832348197303565,0.26617389213164266,0.050591288138000866
1121,0.10654210331552426,0.20328611502851215,0.705793591758027,0.01610709002659257,0.27809931821538053
446,0.10668216467003645,0.20329269698206162,0.6988833298953883,0.0440344426581385,0.25708222744647324
706,0.10622287453048049,0.20330027080995486,0.6775037174525897,0.27504579992891365,0.04745048261849665
623,0.10668994475752469,0.20330982336112216,0.6782032488551611,0.1942553924740033,0.12754135867083533
735,0.1064557899282396,0.20331247314746123,0.6748259981132441,0.2569272822636727,0.06824671962308314
179,0.10626119048947491,0.20331954009516337,0.6723315774692499,0.306724396847687,0.020944025683063205
1535,0.10693421893172475,0.20332216281836638,0.6771886392106119,0.16211447126164782,0.1606968895277402
916,0.10687012422910766,0.20332296494910282,0.6753399305472534,0.1860397147346449,0.13862035471810188
174,0.10705384898543774,0.20332443565648226,0.6801596370162608,0.12097163115871769,0.19886873182502138
583,0.10711937431964429,0.20332600510334956,0.6899604185637994,0.038565785971781646,0.27147379546441897
557,0.09476891265293462,0.2033399885795488,0.9638320787561983,0.033259716197038915,0.002908205046762937
312,0.10733835580382044,0.20334370977240784,0.6801202561835568,0.07516939879132545,0.2447103450251178
53,0.1064427983464429,0.2033485698756947,0.6653894688224458,0.3281544069490886,0.006456124228465718
1123,0.10736830832612869,0.20334940014275812,0.675039103807369,0.10753640674580091,0.2174244894468301
169,0.10736567086578613,0.20334993530652204,0.6743775367791326,0.11280965118244425,0.21281281203842323
1164,0.09497106578510611,0.20335022949778453,0.9625271604601123,0.010068998739263334,0.027403840800624284
250,0.10713046079265469,0.20335897796076527,0.6646900048676856,0.2218752249018448,0.1134347702304696
734,0.10753539410631116,0.2033620646525681,0.6734160165119106,0.09235725728771584,0.2342267262003735
1866,0.10692719967807844,0.20336306895306785,0.6622633910136229,0.27257886508239443,0.06515774390398281
1203,0.10751015832270922,0.20336372691238544,0.6703487630386995,0.11891310083396274,0.2107381361273377
1799,0.10722462732619022,0.2033642413942526,0.6638329762448978,0.21289777471757468,0.12326924903752737
581,0.10718263229054756,0.2033646293636036,0.6632854297869607,0.22371182895480624,0.11300274125823306
920,0.10722289105747539,0.203369694562679,0.6619868953816435,0.2267015735603423,0.11131153105801428
29,0.10764227345746043,0.20336978789054647,0.6822836154522428,0.010087526481677992,0.3076288580660793
1868,0.10763905073050735,0.20337040821561095,0.6720972758644956,0.0852244275945172,0.24267829654098727
1265,0.10705811454767188,0.2033708933161013,0.6606316761284897,0.2633226753806591,0.07604564849085127
1624,0.10760033360838536,0.20337820415348692,0.6644591065732501,0.1474461783767504,0.18809471504999956
1853,0.10679222781157445,0.20338335509390232,0.6573974792820613,0.3300873320597723,0.012515188658166447
1308,0.10783490968128516,0.2033853915508535,0.6769122451528088,0.018225279063834386,0.3048624757833568
538,0.09454268556212708,0.20339605147533701,0.9732291173605536,0.0010757829536746865,0.025695099685771664
159,0.1079837784294223,0.20339802863350226,0.6723618472217443,0.02743984122717245,0.30019831155108323
1074,0.10738558385119701,0.2034126473217717,0.6510103232306157,0.2807482589838844,0.06824141778549991
941,0.1082133216964295,0.20341857107655145,0.6686578682097938,0.017384955283861577,0.3139571765063445
99,0.10736765481934867,0.20341903545591747,0.6495031182868521,0.29469305718556355,0.05580382452758431
1939,0.1075787899271906,0.20342492503842724,0.6485524607027829,0.2674522856086177,0.08399525368859947
1833,0.1083631092448484,0.2034503175337161,0.6487553570667757,0.1389047110199354,0.21233993191328895
1791,0.10858482961370182,0.2034535311200229,0.6580656226881365,0.034787968409720704,0.3071464089021428
1392,0.10785001114245263,0.20345956906975826,0.6411173213238984,0.27797618929913387,0.0809064893769679
1172,0.10823655205017217,0.20346063063589878,0.6429864402075568,0.20166448514810875,0.15534907464433434
1082,0.10780584686476773,0.20346776307699418,0.6392804128168663,0.298586226468096,0.06213336071503777
1059,0.10867821468438967,0.20347380682785293,0.6462218740247578,0.10641470648228604,0.24736341949295598
1541,0.10877627329070617,0.20347406983270847,0.6512288016170213,0.053853325000586476,0.2949178733823922
180,0.10855424794737892,0.2034783486852441,0.6412707281265544,0.1627646588120498,0.1959646130613959
1157,0.10881971984129259,0.20348824007479233,0.6432641870768333,0.10515559731321575,0.2515802156099509
371,0.10911859827466915,0.20351010477818327,0.6428087766482552,0.060072545108310844,0.29711867824343385
1911,0.1090838545131509,0.20351470640171357,0.6382980260709207,0.09874229945495007,0.2629596744741292
1727,0.10921338904702464,0.20351736537618276,0.6431630330248607,0.04212131916084127,0.31471564781429817
960,0.10788736715892398,0.20352784274867922,0.6281014570669794,0.36726548307905504,0.004633059853965553
934,0.10920211962437454,0.20353178923698165,0.6336859755371236,0.11336631902749122,0.25294770543538525
731,0.10938217205761462,0.2035333093380473,0.6414978276912195,0.026975728959224034,0.3315264433495564
1908,0.10895298839151435,0.20353768678117062,0.6276882862286238,0.19765909773965556,0.17465261603172041
1246,0.10946149093213865,0.20354731553861322,0.6349198398853177,0.06230958632800463,0.30277057378667754
650,0.10951798466994088,0.2035522482772653,0.6345465093786332,0.05589212465694506,0.3095613659644217
1765,0.10870165209755804,0.20355269464042755,0.622872240205751,0.27365357835135645,0.1034741814428925
1346,0.10926254991100473,0.20355792108739795,0.6253215064543308,0.16484612039113433,0.20983237315453476
215,0.10833781182984405,0.20357622256704966,0.6189095819558835,0.36162288179373064,0.01946753625038572
955,0.10937564707898124,0.2035773307400655,0.620998267232091,0.1781918182037997,0.2008099145641094
1473,0.10963275086835943,0.2035776890320408,0.6253500630419967,0.10466361845505914,0.2699863185029441
148,0.1096315334385944,0.20358738275828764,0.6216147577921927,0.13222190978663895,0.24616333242116836
1731,0.10978769754463225,0.20358800810175942,0.6253811469110226,0.07933424557814929,0.2952846075108281
1187,0.10949044382381755,0.20359206388023673,0.6181642227106537,0.18035384809669455,0.20148192919265165
899,0.10994910846207843,0.2035976339731638,0.6270403071153573,0.04103201297925838,0.33192767990538435
682,0.10983276759118403,0.20359832356857244,0.6220388770359326,0.09651489014401278,0.28144623282005465
1413,0.10936838583645785,0.20360503635448007,0.6140528623404198,0.23024316031150363,0.15570397734807653
1586,0.10941681049213234,0.2036068108429696,0.613917365771639,0.22339077605220733,0.16269185817615378
967,0.10966581841965502,0.2036124526099851,0.614507191785819,0.17873050541612365,0.20676230279805718
895,0.10985201898658237,0.20362397799208617,0.613520131121618,0.15579583345859488,0.23068403541978721
1393,0.10872908111974097,0.20362459298350846,0.6102211675393505,0.36187897192891805,0.027899860531731407
504,0.10989397934443201,0.20362551406762167,0.6136580355806852,0.14798801971734113,0.23835394470197369
238,0.10981178576539707,0.20363464250872834,0.610188804053631,0.18671562894036317,0.20309556700600595
1806,0.11014228770833395,0.2036390016728564,0.6137417472067696,0.10714836153335727,0.2791098912598732
936,0.11029604473837645,0.20364012546902874,0.6180704681748573,0.050531574739784514,0.3313979570853581
1494,0.1101450790456836,0.20364933862945642,0.6102926900367389,0.13196046057603444,0.2577468493872268
962,0.11044617298525566,0.20365454527648713,0.6168279979941055,0.035311565255797116,0.3478604367500974
1315,0.11041488032691103,0.20365572107935237,0.6147332692758511,0.055724903200180746,0.3295418275239681
979,0.1103949909055292,0.20366167937931282,0.6113607394854061,0.0836507702262829,0.30498849028831104
1185,0.1102237429891945,0.20367037746645447,0.6052903826221944,0.1558585785755432,0.2388510388022625
1017,0.10944253645718992,0.20367400485879253,0.6011146619619768,0.3130027646933015,0.08588257334472166
1607,0.11032655200957406,0.20368352269266485,0.6030132366779044,0.15588336951792725,0.24110339380416837
806,0.11043869097087687,0.20369184139194857,0.6022045947211876,0.14363991690839767,0.2541554883704148
1875,0.10949552277222643,0.20369435819499268,0.597787798720301,0.328788103894183,0.07342409738551602
1599,0.10919824304731864,0.2036965086125467,0.5981612310158887,0.3742126508205633,0.02762611816354801
1275,0.11031261251166274,0.20370166518963534,0.5983976705594688,0.19195056243171102,0.20965176700882016
726,0.11074477151173957,0.20371056872569712,0.6018177689796993,0.09688772631461262,0.3012945047056879
1826,0.11060863238051664,0.20372775018057282,0.5949091275019799,0.16954826296086822,0.2355426095371518
610,0.11100597330804769,0.20372808129982747,0.6022796043643306,0.051189553359242274,0.3465308422764272
45,0.11059734252292136,0.20372989565177432,0.5942907139395243,0.17590711514548152,0.22980217091499433
859,0.11101196029728423,0.20373125609836684,0.6011034073212469,0.058835277572918926,0.34006131510583415
1778,0.1108308975851281,0.20373187435600806,0.5967077762092535,0.12036575766149438,0.2829264661292521
1168,0.11035810479886685,0.20373697418692746,0.5912984131561247,0.23658269073418292,0.17211889610969217
1632,0.11027841873092299,0.203750384753216,0.5886390802125993,0.268971580745021,0.14238933904237974
311,0.1109605780766662,0.2037547843640622,0.592240861854444,0.13207734114143002,0.27568179700412593
1289,0.10967462283891215,0.20375531603158284,0.5884159063074109,0.3684225175470681,0.04316157614552088
355,0.11108467255935707,0.20375667427675334,0.5937825830177379,0.1006806881447698,0.30553672883749233
1659,0.11118384736682506,0.20377190286614852,0.5909970405874452,0.10501822716900386,0.303984732243551
219,0.11099344055647012,0.20377962086529233,0.586462185518668,0.16908228438302836,0.2444555300983036
317,0.1109118089683305,0.20378792847219457,0.5840340448151543,0.20009287238845183,0.2158730827963938
1137,0.11009551674747185,0.20378997137167806,0.5824986835552953,0.343580412846365,0.07392090359833951
4,0.11057456756980905,0.20379390012195425,0.5817029319536611,0.2718020537091769,0.1464950143371619
1746,0.1113861427107408,0.20379901477819862,0.5866507791129199,0.10408227262172168,0.30926694826535855
1363,0.11040685273094643,0.2038030058788619,0.5801868844174765,0.31007723615233507,0.10973587943018838
1980,0.10998987462665291,0.20380393969561117,0.5808401958032793,0.3728430586616604,0.04631674553506054
1952,0.11167340437447414,0.20380444832693903,0.5927332948687779,0.01299093209178247,0.39427577303943967
318,0.11153582378609388,0.20381062141348927,0.5860618059632513,0.08414784811153052,0.3297903459252182
1520,0.11104082085505547,0.2038111480637302,0.5801652768310056,0.2075313564046086,0.2123033667643858
872,0.1116496044631618,0.20381832807669698,0.5861734935196312,0.06489703172817551,0.34892947475219327
1491,0.11052522737993607,0.20382413028667565,0.5769446196613927,0.31464984634453597,0.10840553399407138
1902,0.11194778216055706,0.20383820087410848,0.5883149086268915,0.0009057849854448529,0.4107793063876635
1883,0.11184358525735791,0.203842023604767,0.5829758503998429,0.056894436162029084,0.36012971343812805
1846,0.11071824952780668,0.20384484246061949,0.5737589958572813,0.30671451213752005,0.11952649200519863
1419,0.10991078214306457,0.20384761331153092,0.5756375464940212,0.4237655479813717,0.0005969055246070404
1193,0.11018313397396573,0.20385298894319814,0.5738283265149159,0.392896498931154,0.03327517455393014
1006,0.11144672665173552,0.20385350696354426,0.5743359817361577,0.18447328799875776,0.24119073026508453
1307,0.11148506417325983,0.20385419995508688,0.5744832331405137,0.1771839150196993,0.24833285183978693
871,0.11035705518808815,0.20385807478948617,0.5725874821113633,0.37381007045528303,0.05360244743335368
1224,0.11127644985424912,0.2038616034424107,0.5718930569858511,0.22995287730313696,0.19815406571101185
1066,0.11073958817032574,0.20386706286457498,0.5705260709326322,0.3269387431071256,0.10253518596024222
1827,0.11159139353281874,0.20386708708776347,0.5726622082056235,0.17329732288721927,0.25404046890715715
1039,0.11194406074482245,0.2038778618890097,0.5742497534805262,0.10453575114850404,0.3212144953709698
230,0.1116240323938212,0.20387799065953222,0.5706943719508476,0.18242413595026966,0.24688149209888274
8,0.11225918010584822,0.20389053894348347,0.5774182711117394,0.030276406250795623,0.39230532263746504
160,0.11097028511601281,0.20389087790986257,0.566914462486221,0.316020345556961,0.11706519195681796
873,0.11135635555284404,0.20389493868130584,0.5665013913313153,0.2565018727317723,0.17699673593691242
44,0.1121822075688537,0.20389639079794716,0.5734499105079278,0.07181431017125235,0.3547357793208199
1183,0.11106736887252074,0.2038972876958973,0.5659350455150278,0.30746679233412666,0.12659816215084552
567,0.11166396077707755,0.20389896204050634,0.5669239379835329,0.20357403739523292,0.22950202462123426
733,0.11219186778507327,0.20389997545822564,0.572590128188308,0.07654723000011046,0.35086264181158155
1773,0.11107931063115901,0.20390184358734667,0.5652758856343748,0.31036054063777613,0.12436357372784902
1249,0.11235480737367522,0.2039022129483151,0.5760554570233796,0.024767186408972137,0.3991773565676484
1973,0.11151573201226274,0.203908319551032,0.5647007208018031,0.24387244428946295,0.19142683490873405
1847,0.11176030837781148,0.2039114612932631,0.5651483158123557,0.20097193627133036,0.2338797479163139
1654,0.1108370277578598,0.20391281736585787,0.5641687296664968,0.3577207740691264,0.0781104962643768
868,0.1118397966864774,0.20391311079132582,0.5653209060826775,0.1868304432799169,0.24784865063740552
316,0.1123829787320943,0.2039284316798055,0.5682302701548715,0.07752276564590126,0.35424696419922735
1816,0.11118772893846192,0.203934700500093,0.5606046636136519,0.3270131933479542,0.11238214303839379
958,0.11094362385763015,0.2039502150401833,0.5591560984718918,0.3771694462051652,0.06367445532294293
1112,0.11109877240656968,0.20395068689048082,0.5586696766289576,0.3555980925340758,0.08573223083696664
1937,0.1119272700204242,0.2039520814699166,0.558767299990839,0.22066466550044767,0.22056803450871335
945,0.11254561121894421,0.20396867871314744,0.5605523162106655,0.10741688296933759,0.332030800819997
1438,0.11257779136557451,0.20397155935593805,0.560323459966822,0.1038800014469838,0.3357965385861942
1007,0.11244995636865607,0.20397234802527775,0.5585587299709072,0.13751616249638754,0.30392510753270535
218,0.11078272145214137,0.20398295954982124,0.5559497954996228,0.4267221006231445,0.017328103877232725
496,0.11263284501989018,0.2039844551788602,0.558053993384165,0.11158500981521947,0.33036099680061576
91,0.1128713937201777,0.20399397944080594,0.5596058131494762,0.06157256331395096,0.37882162353657284
1041,0.11166601691541311,0.20399517363140485,0.5519383287562234,0.31301034264121874,0.1350513286025578
367,0.1121442623944648,0.20399717264657866,0.5521174450335632,0.23422155552576926,0.21366099944066758
1968,0.11087305206341741,0.20399997399984746,0.5536419683189577,0.4289931594816223,0.017364872199420057
1221,0.11101637273458158,0.20400662864122032,0.552263196842472,0.4158743967472021,0.03186240641032575
1184,0.11153550951348734,0.20400705705015693,0.5505663287204667,0.34420269671659653,0.10523097456293687
242,0.11175642223050652,0.20400913043870403,0.5499946995631014,0.31260155353053726,0.13740374690636137
1465,0.11291402263093647,0.2040159796086451,0.5546563228516846,0.09092154685599763,0.3544221302923178
1379,0.11260826806684762,0.20402956041994186,0.5487785703294623,0.1835088875404398,0.26771254213009793
882,0.1123621611242244,0.20402988569112337,0.5476081201212205,0.2319522576930826,0.22043962218569696
1588,0.11308894339806934,0.2040312058398495,0.5537998113515807,0.06885795490532456,0.37734223374309467
528,0.1123871995611989,0.20403144929242129,0.5474408350068389,0.229121340224317,0.22343782476884408
737,0.11258918505328246,0.20403724955236527,0.5473335985991857,0.1971847756549674,0.2554816257458469
1337,0.11155357134030462,0.2040413781506966,0.5463197432755831,0.37238282953499735,0.08129742718941971
391,0.11151520875026326,0.2040433827545659,0.5461990264913156,0.37948189789901704,0.07431907560966723
1861,0.11284270331748261,0.20404507891755916,0.5476241094238565,0.15398630118844567,0.29838958938769783
1225,0.11332650314425989,0.20404572929654072,0.554975398018589,0.02176162385940246,0.4232629781220086
1602,0.11274698038320462,0.20406084738051117,0.5441560784392045,0.19489690014980376,0.2609470214109917
1462,0.11286695390752843,0.20406440488963948,0.5442505430922098,0.17476898718314085,0.28098046972464946
1681,0.11111642503613053,0.20406593377970492,0.545371722202871,0.45014568301770064,0.0044825947794282775
168,0.11332197495209337,0.2040662991482482,0.5490419045046351,0.06595796768297316,0.38500012781239185
290,0.1111781191137616,0.20407321804584597,0.5442983921318894,0.4480132437048892,0.0076883641632214846
172,0.1134589904943592,0.20407670917284088,0.5490095524398907,0.04399814325769674,0.40699230430241246
1982,0.11200670364728268,0.20408390824333567,0.5401019132259262,0.34451998199008105,0.11537810478399287
1950,0.11345263282840297,0.2040921460423775,0.5449235592095907,0.07495794870561188,0.3801184920847974
1169,0.11308338928001077,0.20409233404668703,0.5407693892857436,0.16520541552402432,0.29402519519023207
125,0.11178174844459579,0.20409669058550656,0.5392024958044822,0.3875514144259384,0.07324608976957935
680,0.11327232928382361,0.20409803879629915,0.5413159923243049,0.13059288126480675,0.3280911264108883
1067,0.11264887070927403,0.2040985188635666,0.537992969140978,0.2559355715178405,0.20607145934118143
431,0.11175142729908961,0.20409987749613576,0.5389484812106499,0.39432415686675154,0.06672736192259855
1546,0.11364838562815313,0.2041067595416128,0.5448683112881365,0.04365027823690751,0.411481410474956
1195,0.11181788301030385,0.2041133791173866,0.5372096172635167,0.3962953504934265,0.06649503224305675
1426,0.11375529130060039,0.20411352738218552,0.5454235438123936,0.02226426545145934,0.432312190736147
1471,0.11299972731031765,0.20412101485246667,0.5355742025447734,0.21681350787811748,0.24761228957710923
677,0.11311270555692526,0.2041234206313854,0.5356718741117958,0.19779535384903302,0.2665327720391711
492,0.11233345513469756,0.20412740622203943,0.5342224765026279,0.33465236317680375,0.1311251603205684
1788,0.1131199700615236,0.20412993881844088,0.5346642982264912,0.20399897000207606,0.26133673177143274
1918,0.11325863788882141,0.20413433932941283,0.5346539084853238,0.18161059821306688,0.28373549330160935
1575,0.11324983880265538,0.20413437464071532,0.534597555347426,0.18344885452261592,0.281953590129958
1210,0.11251738827802998,0.20413470066126174,0.5330961203054353,0.31310535663097316,0.1537985230635915
447,0.11202610820624788,0.20414023975862675,0.5335109151721799,0.389655383035014,0.0768337017928061
575,0.11177831419667732,0.20414514718999735,0.5339477952740135,0.42659838672032363,0.03945381800566291
1573,0.11347141062542794,0.20414990662754623,0.5333967703474476,0.1563494936697913,0.31025373598276107
1001,0.1139884291720702,0.20415227022354668,0.5399784488118287,0.02438069938513579,0.43564085180303563
1885,0.1116200511681282,0.20415452459328004,0.533736276832569,0.4537866965972025,0.012477026570228476
1505,0.11390228786131633,0.20415738350240437,0.536921872379077,0.06072515585125906,0.4023529717696639
740,0.11298330888136153,0.2041597493960346,0.5299024132599576,0.26101911452769194,0.20907847221235046
750,0.11324241773830745,0.20416358843825178,0.529959018281228,0.2186283095486047,0.25141267217016733
1844,0.11413757051554317,0.2041675567594002,0.5393189443301657,0.005050353704882648,0.45563070196495176
153,0.11392317429113002,0.20417796708831237,0.5326186305846873,0.08886270417354114,0.37851866524177163
1716,0.11284538599381211,0.2041891660316716,0.5260482760400804,0.31159441715562863,0.16235730680429092
972,0.11227491407916892,0.20418978947316505,0.5272467255326752,0.39523342632869635,0.07751984813862856
1709,0.11190876220027555,0.20419077200812963,0.5286693728187377,0.44412991854021966,0.027200708641042598
1075,0.11311081076878729,0.2041977064404605,0.5249344037331158,0.2767541524003067,0.19831144386657762
19,0.1123508134606067,0.20420022937086818,0.5258602210282325,0.39309369713256,0.08104608183920746
1106,0.11265782274599681,0.20420195259939575,0.5248072769507552,0.3510703566406316,0.1241223664086131
533,0.11319486459328396,0.20420284423698865,0.5243229697992379,0.2676160040330833,0.20806102616767877
383,0.11324099911992692,0.2042032859583702,0.5243166439672423,0.26018845137752283,0.21549490465523483
1333,0.112436052688872,0.204204765006329,0.5250877419684128,0.38494316446246707,0.08996909356912008
368,0.1125012490032887,0.20420978867439624,0.5243370505519215,0.37988003131405684,0.09578291813402164
36,0.11419711549080347,0.20421080238655498,0.529472339325845,0.06753020481319903,0.402997455860956
1617,0.11282656670283386,0.20421961009669942,0.5224373873226917,0.3410928970486345,0.13646971562867366
590,0.11381213421673612,0.2042215457658524,0.523591944569018,0.1729717916786064,0.3034362637523755
1116,0.11442318065246163,0.20422739662842979,0.5296188908629412,0.029833690090874516,0.44054741904618433
794,0.11338469618261723,0.20423397150295444,0.5203989748488157,0.265606106544584,0.21399491860660025
1800,0.11233856777496001,0.2042354826416817,0.5222149749517134,0.4217789065202662,0.056006118528020336
1504,0.1133714564952038,0.20423754287889115,0.5199201788202401,0.2712581384916996,0.2088216826880604
403,0.11398819975784752,0.20424502426173088,0.5208716269895943,0.16437510065091723,0.3147532723594883
781,0.1136139679298208,0.20424701463914827,0.5190145689970581,0.23860436240343907,0.24238106859950287
1350,0.11454086638343895,0.2042474519820416,0.5270053938788586,0.029912190210286987,0.44308241591085434
1107,0.11415974931505903,0.20424788151826728,0.5216949974401843,0.1305525370201373,0.34775246553967837
620,0.1120229359516746,0.20425234034660295,0.5220816299068977,0.47388866937235996,0.004029700720742335
989,0.11296398170981631,0.20425685267525673,0.5179202450427265,0.35191939187140137,0.13016036308587223
