,Return,Volatility,APD,PFFV,DVN,MFA,MPW,PAA,T,UPS,VHT,ECOM,VIG,VUG,NLY,PYPL,VGT,GOOGL,VZ,VOO
1496,0.05983016968055063,0.23053952362359775,0.12026547825113564,0.053506785314153,0.022378742045851736,0.02505836406275621,0.018373734330509404,0.009156744295414682,0.07714804704092518,0.09944367270729848,0.11078940512633947,0.04196757138320901,0.08933865628076831,0.0033617901028219687,0.10540097655057898,0.0031189836940701088,0.006151389271848578,0.007509286698937653,0.10195540387901691,0.10507496896436465
1439,0.0632885157261641,0.23063413011010106,0.09796370404617472,0.10402001022183871,0.03186893268380012,0.025844798900169053,0.0016311093493368131,0.002939683991755148,0.07148352794458376,0.00833254881707344,0.11034549066240244,0.004811753774449694,0.09968660083413683,0.06934561119254815,0.05909068522104958,0.07760323443179279,0.09971217521082669,0.007268753250663376,0.03390081163056356,0.09415056783683519
623,0.0654793749309662,0.2307296522684654,0.10056083922670317,0.12226006107074497,0.016904212470520822,0.04885027799376065,0.06042186165302992,0.01964083799326879,0.0900705864284192,0.07190537237943052,0.026912697712790694,0.029719100391790394,0.12009931324460608,0.03333782391303313,9.01749984876795e-05,0.032647424063400154,0.03538090627790311,0.07456288440135307,0.03995893699465739,0.07667668878610027
955,0.07752351080064754,0.23130566219257429,0.005502254406884612,0.0788482878338654,0.0607704684421117,4.295056420479447e-05,0.06842852568773712,0.0007785283017278268,0.11708439043055471,0.0885584465606901,0.11753959319968289,0.0430385467462965,0.05630321039056007,0.018219640855025625,0.06371577351279287,0.026111044017796008,0.0890263525419207,0.0018180552031939775,0.12019559592769129,0.0440183353772639
2808,0.04298095940890948,0.2315975511107486,0.1338439743730875,0.10299302747873719,0.006055510570312003,0.0542778208322852,0.06868602591091094,0.006444000962450474,0.11492315607680813,0.11509421862622818,0.06993155157343034,0.005811813164883018,0.029116432485002283,0.08245123378495163,0.03582974176042725,0.021042531727731517,0.029566141099319248,0.006975261259326958,0.07332857594344545,0.043628982370662636
438,0.07629175684663725,0.23184832645399386,0.03415421739422881,0.09262822075796517,0.008412391426393238,0.034746524918037446,0.0023861378681225643,0.025992738510411652,0.11691697260726375,0.08791750676244696,0.06358144142729155,0.040575584180913726,0.07977053371340112,0.06084385597647248,0.08750546286659094,0.004120662350606794,0.05916864960412302,0.09404654833949493,0.01825618622998644,0.08897636506624937
2985,0.029248765072050906,0.23199503954760806,0.01601622761345125,0.15660292611149795,0.0012422523431412358,0.026487356027783987,0.03227104375950851,0.07446064755216467,0.14302621177088298,0.10840481772039622,0.007225120187751941,0.006982983588961714,0.08044143818152717,0.013450001593426155,0.11157315835577707,0.06869830509075617,0.0008682387761099914,0.09664851713548564,0.006910580077128403,0.04869017411424898
36,0.08379656813167918,0.23252724912302758,0.08926420431869038,0.03629569036566609,0.0030329494061093515,0.0013071901480504354,0.00790801548976607,0.0023611816948469365,0.051409603949536586,0.09495230738316929,0.07331385808480556,0.02460401831954521,0.10047193336932843,0.11652792121772985,0.10821201587058399,0.010408009427889013,0.10273392360341,0.015818273212238994,0.09248610652206404,0.06889279761656963
2586,0.04874559476558231,0.23265129968466516,0.04931380018026597,0.09082508688988664,0.002561188964458059,0.04399721172671167,0.05950505039612051,0.014303622649878788,0.0875995222780666,0.09269055472301235,0.05495294438589268,0.0022108956425210633,0.02669081749915171,0.09535969262157552,0.09368436943808188,0.03858842215854971,0.07956130908794928,0.06254146031934799,0.09445765850801704,0.01115639253051272
1397,0.07890502255903327,0.23281513859635278,0.0732665740132612,0.1283636191988971,0.0030318969751343366,0.028624528912057287,0.010138047052929406,0.033808635314866484,0.04480900802989154,0.05480712464890594,0.08291978344155657,0.03008181954158648,0.0874101039602764,0.0845461342787321,0.038954568539922234,0.07015323733657944,0.09488656645312435,0.0917287659655911,0.0036162130468168755,0.03885337328987123
719,0.04307652024769443,0.23303518448122254,0.04147352858855034,0.09818300527437401,0.0013518831433222838,0.052453957614855634,0.014973494160215308,0.017549591101213,0.08499195853181762,0.04708827072493987,0.09882401711595751,0.047175023506041414,0.06261015689828997,0.09250262766245541,0.03966430669089876,0.08302580478614086,0.06599752478532062,0.01712325664899704,0.08727482083813413,0.04773677192847612
2241,0.09564214806769834,0.23309816322368293,0.07183912806390506,0.10812693331559256,0.01931659272010576,0.0036812016405166482,0.12067196714537991,0.0012492317203136982,0.03271905103766241,0.0809687222053386,0.0843207803942126,0.01131627754849357,0.12664506078323318,0.03513581040684677,0.007711500475193128,0.04716606029864625,0.13145693612449783,0.06659387459731729,0.04380812490450093,0.0072727466182438616
957,0.06705578117639537,0.23358134595239755,0.051644380210201006,0.07827917136349219,0.021246804397770533,0.01859735227762541,0.09778444273435996,0.005918974909348996,0.009368723983450735,0.07248694886036444,0.10212570479240408,0.0026781695003697857,0.06700469520452995,0.11257239469335173,0.08956639858100524,0.04919878430030404,0.07329556579026152,0.007456372974122496,0.10323550636366538,0.037539609063372385
264,0.05095587692851505,0.23415703142408936,0.07306259334951078,0.08332407840995945,0.0024361552785626015,0.05858074909966623,0.06405258146890663,0.0005940569105884599,0.04443457861148187,0.06911858493184872,0.11902900120313,0.021731864989735613,0.052186493291928204,0.12614805193769782,0.06377508169817278,0.019153922344126644,0.00434800395225013,0.0029395732317841357,0.10735156668001954,0.08773306261063045
755,0.07726254881261976,0.23432091595833004,0.01492815838518434,0.1436425414314215,0.07687095096074774,0.026980537536035486,0.07278604262936347,0.01637869345704079,0.13084433767200238,0.011847710148559893,0.08345147168737639,0.07000801223395635,0.12234379537977164,0.009828765582169574,0.024465092818491085,0.006750044669264166,0.025392406878637294,0.06105489863053765,0.05738556551001222,0.045040974389428105
115,0.07375735251603474,0.23436284553494185,0.04289188145089755,0.11706308602162334,0.07014604404365017,0.05929788563728502,0.01607789810404371,0.01628895048878523,0.1074213478424098,0.03560359763515186,0.10199736512791119,0.03394044112837839,0.05409287994105151,0.045085886827209674,0.007545689132857924,0.022099671602212462,0.015665017146219574,0.1284899975101018,0.11955828971860999,0.00673407064160101
1145,0.064831870420515,0.23443339808662877,0.08654819616628454,0.08340663675900176,0.02190993844027154,0.026268382402654385,0.04591417505399609,0.026994870731981833,0.07564660677185145,0.08249977993992101,0.08797045180769439,0.026674837124485058,0.027871994894825093,0.026854295991750234,0.013865863709477115,0.07962355314217918,0.06144381514497869,0.06616970894901737,0.07416410791646723,0.08617278505316311
2891,0.0634994308161074,0.23491037067791945,0.04786206474486507,0.13105695717852262,0.02958615654886797,0.035982482403069796,0.0341078779047904,0.05814020627733136,0.058171842572061955,0.14193769919124408,0.019299459719730978,0.039769074622573654,0.1279811340900111,0.048475025498403206,0.023909175435748414,0.06429886635861559,0.03136429715162412,0.018763033901610333,0.05579479263468998,0.03349985376623938
884,0.0655093645890312,0.23510468773912735,0.06402936449590034,0.11578417333637957,0.03442644595618731,0.045255474581178304,0.006929217918019233,0.028536442794905557,0.050505007656177166,0.025946225413744587,0.021500659809183812,0.06922994105515654,0.05142200526934156,0.03644500507872579,0.06323612771346442,0.02916329881790026,0.04225057291601755,0.08341104353082221,0.11744288212089075,0.1144861115360049
1955,0.059537723020033156,0.23547063763671597,0.03944203955034328,0.06411671316325972,0.013695219405834375,0.02432644899839886,0.012198489855721322,0.06011803503521142,0.1022046263944443,0.08565713151883539,0.07417175890854606,0.02305021259460147,0.09717971680988625,0.07264773223925314,0.039998096893689515,0.03876558783405491,0.09151559732315019,0.042605180724259915,0.08120022181851677,0.0371071909319931
1474,0.05618786341402795,0.23574930924305823,0.07785233163582812,0.10079416369060261,0.007978228108828407,0.0358756059905721,0.01708781726769465,0.02557617875434576,0.06334061693745839,0.05465142747003058,0.036613293579658604,0.051653265645508206,0.05606458039245983,0.06418181884161456,0.07067180061200314,0.06502803221457942,0.09269788746281263,0.04154651326104552,0.07177830090860553,0.06660813722635202
2368,0.07569214784440889,0.23578198504662695,0.08857083592397781,0.10006934259480843,0.07124995202704335,0.02348601573487865,0.05013897378545102,0.009914585686017025,0.04679512380464459,0.035352791057022256,0.07617226477883055,0.02118425241469851,0.0836842733964665,0.0927747338803624,0.0801232351482903,0.020248968823505478,0.054373258103722615,0.024224269896542396,0.10229811853501745,0.019339004408720488
678,0.09189812546861842,0.23593809235989327,0.05534489602764739,0.05759460370717541,0.07769126739578512,0.01629109313706363,0.004439490435540832,0.004794548777349046,0.11828896067839981,0.10172374555358307,0.11223741809155144,0.018522395610780774,0.05139905384202035,0.003573945538107076,0.026374421969111987,0.04283773957705014,0.09514724648983379,0.0509037570077228,0.09438340928922949,0.06845200687204776
2377,0.0666052571415392,0.23598014261947425,0.10554626989077405,0.09487481230149533,0.040003675052875824,0.02557865502324576,0.02941979917855607,0.024182696033353646,0.027343057610584115,0.09089002696022123,0.08161289821475284,0.015536680235905436,0.03537260545114943,0.10431859426566428,0.029468077017217466,0.09923717826109525,0.03902481033579788,0.019193776902633335,0.08853158083329565,0.04986480643138233
2571,0.08559788496107974,0.2361448700178907,0.10039711094204541,0.09441595181029543,0.025639646627890925,0.005977947319526053,0.05422219058026977,0.05572892383045362,0.05981048407838952,0.10728005404980334,0.002676710153315994,0.01838337062100276,0.07263824444561272,0.0800569308308543,0.0257068335595745,0.005614712666634535,0.06942710241886985,0.08381458661767852,0.07690198667821754,0.06130721276956514
787,0.08066802421207282,0.23636077482885018,0.1315163267013746,0.11014885896129482,0.07113324517945552,0.018810441752849457,0.01808164846964386,0.014778830878623576,0.02515077193383827,0.01382415332068249,0.11560578068440547,0.053329497390547174,0.08466994165715716,0.019413522945281723,0.0623506150544788,0.04205803610115726,0.05277096529662473,0.05599994964884319,0.09973953803976635,0.010617875983975527
2054,0.07119487940436722,0.23645247232410868,0.05459154678781976,0.08484733893676911,0.008076678946069239,0.00341966372308244,0.05198630494400616,0.022549672928414442,0.03297219190071996,0.0729676802252193,0.11348573992805985,0.05041626934100965,0.008316120257685806,0.02912612884546067,0.1192834663304213,0.044083433484772,0.06005389658331702,0.054362427308663606,0.07417851083042803,0.11528292869808147
1514,0.10903408812859176,0.23650816279804387,0.07129331389978985,0.12244574851900039,0.004148333363410464,0.02541164420396827,0.0013342242297969124,0.0010222473609430005,0.00968708478076994,0.0006689900054338147,0.08132477175343032,0.07664991288306731,0.09552699702562116,0.006980823814595691,0.087743648432824,0.010515027940145432,0.14356255515648125,0.1456328288279884,0.00869029470286659,0.1073615530998671
1795,0.054969853422967146,0.23674099014209982,0.057005890732174984,0.07888259685476562,0.002625806884134304,0.018927364740580117,0.05290961316815126,0.029426362237667595,0.10107572030707206,0.05958949366472293,0.0902153982508043,0.07395681139199142,0.09451268799394512,0.06363850064353173,0.02556033799699505,0.06889775169438511,0.062198441148253104,0.016743157899305514,0.06494280503424871,0.03889125935727096
10,0.08386333583699539,0.23704735869790988,0.06799829418163883,0.08732418515835093,0.017097705491656075,0.00025286738208781824,0.008596001008033078,0.07736653323675413,0.05290439213678061,0.08185593192542333,0.09019231682794418,0.03317316948752781,0.07403416193661884,0.03731488331999488,0.0390585905756962,0.008534834370637777,0.09124466572171842,0.08150560069113122,0.07846273368489719,0.07308313286310876
2706,0.08217775467784809,0.23722118767450834,0.010279711188109176,0.06947354850531624,0.007916041676386971,0.02652752936399622,0.0005962160200353726,0.03734611222785492,0.03409246568522071,0.09129833470498418,0.0568743457434867,0.00890135173938509,0.0802935009081906,0.10794187288796764,0.06369783874631278,0.0625465077140512,0.08353353621227397,0.08242798991278022,0.062208117012241194,0.11404497975140696
905,0.08773676642139465,0.237253262054544,0.09501665830220514,0.11937345275781226,0.006915797621900468,0.044676304155422245,0.0705220576502728,0.014022321947261222,0.04589265463974133,0.08373359717332939,0.008848912666899562,0.05010378974354284,0.06476376202432538,0.11581617903091664,0.020594724154221318,0.00684118821519257,0.07943146163978637,0.06403422618284034,0.022718425665292922,0.08669448642903707
2866,0.051423755107744454,0.23731091260009715,0.05312967167537137,0.11391724788909756,0.05123909733810048,0.03888807961133014,0.03838744249045141,0.02933735747369508,0.1179407384053848,0.06550482311050757,0.10769883251562731,0.0053778486041543205,0.10992941819826611,0.0635012797767291,0.07487709485583693,0.04578940127045519,0.03903952274200891,0.005063405251307831,0.023875667432807283,0.016503071358868637
2183,0.09124669810584307,0.23733130123629514,0.1086689352940658,0.11216161748513755,0.025166006527712257,0.00461682866635538,0.09675702653549918,0.021582262397643485,0.03354191582663213,0.10707299289798176,0.04149187163824191,0.06853941651577049,0.05331867305177056,0.011813243724210741,0.0318230215348052,0.027671764633135122,0.07823346323823295,0.08073380657521743,0.07414331985758628,0.022663833600001956
465,0.0535249656929814,0.23740389970164769,0.10083945288091228,0.06483192594062769,0.01457206799074112,0.05423659452313442,0.07337090129908554,0.007900328450583463,0.09424091241896583,0.08781680653000785,0.07663557970375394,0.020433214844400752,0.09561340253679058,0.07838128491220903,0.009841204786650053,0.022932293558249446,0.02506916510779869,0.0006489683599969659,0.08368026886417024,0.08895562729192222
1951,0.08098167490002173,0.23755237149039662,0.03603489015054596,0.08777829647778398,0.02476005760135847,0.028785543172972935,0.007713541051858608,0.04204656910400075,0.03918700672984024,0.06430435334323652,0.07605828525372729,0.007500973730799626,0.06577617793708981,0.10627547707846009,0.0195818853117536,0.07325700955792953,0.08777849481693267,0.07579628455648627,0.06209260900560332,0.09527254511962029
857,0.05304392679192063,0.23783482974444464,0.1062207371552023,0.10728861239559902,0.02211792649844275,0.002519543386849569,0.0913566173358856,0.08211729786213597,0.04110805157885395,0.020032942426733823,0.06027817306914088,0.0037256295670075397,0.1105675166788468,0.014558041159464866,0.03060974824719398,0.024025023087486042,0.04828315973948341,0.09114174356755181,0.1124364291361023,0.031612807108019315
158,0.06288564068378116,0.23790412269704955,0.10635442860457231,0.08210724124264367,0.0010481608886321405,0.037657765682694716,0.07802210796858465,0.005666493714620901,0.06468219326814932,0.09288772780423825,0.08761843284808243,0.08489204084755075,0.09790750551291494,0.009139691849728468,0.05534775590521279,0.02649136084678115,0.028839207251495445,0.017073077667594586,0.05176440966047057,0.0725003984360329
972,0.08839055286686659,0.23792092716366994,0.019621774622160585,0.11622769459028806,0.06554207270756959,0.036601246989231194,0.017579045318901844,0.03621362948677792,0.0618709214295386,0.10824129116583359,0.13982214377126,0.008479561564518017,0.010184283443717412,0.06642993065042972,0.041951338518465706,0.06053671175200908,0.04759056537699757,0.10268198512902896,0.051434944555730666,0.008990858927541461
82,0.06864456672531158,0.23796011135012599,0.013210070703751003,0.10600583050729584,0.005326642251692046,0.018980175636839496,0.0006790782847437939,0.030495353388060115,0.08420917477538162,0.06102296035613165,0.047463830693258095,0.12111408342657806,0.09496552940476552,0.01901574379286995,0.040460091099323164,0.07305037790591046,0.11303735247940422,0.04986793526389509,0.09462699104052552,0.02646877898957462
58,0.06749710493762501,0.23799759753658842,0.08186481943500196,0.0896532455877086,0.034594191821441404,0.034710971250879845,0.07546725009100487,0.0146853510045928,0.06734782143168744,0.09145105421257364,0.05867160838983943,0.042531104049097344,0.0880518781935289,0.028774035853627117,0.024008276737240215,0.0708257541880361,0.020249098513400888,0.06516963322665473,0.06598015195734373,0.04596375405634094
2886,0.07278270686999794,0.23814229215281893,0.006792623544278361,0.13357748604470063,0.08321085759109066,0.037232414204186076,0.03739294650840932,0.012715928725177794,0.07517934870604903,0.010567240251115037,0.01034819577254483,0.010414646006900868,0.07385671967006667,0.1354100815293996,0.06468946171732254,0.04112169382912027,0.033938609069710086,0.04197556181666833,0.089373886988897,0.10220229802436294
1909,0.07232434874547156,0.23828087027362185,0.004888415226224279,0.11527710660486323,0.0011079823090241353,0.04353257155420203,0.07753237728720326,0.01585468630709614,0.07466184987767356,0.006726006367719558,0.11617081576233981,0.10178008691466654,0.05700316217283879,0.0021496441870467904,0.02536944534255196,0.017390230665877117,0.1273320939181905,0.06556145239528129,0.06290077836965577,0.08476129473754522
269,0.08647854839448643,0.23852997960376138,0.04102597427686535,0.10994983367504058,0.03945852633034312,0.05208220344305571,0.033044355275027554,0.00307802707273323,0.06658130491873794,0.09545268749172774,0.08715217749605453,0.036077153956936184,0.069352906243817,0.10434463955557358,0.06563837191040817,0.026905202743526504,0.034577533833342486,0.07122003030180445,0.021640959440834284,0.04241811203417169
1748,0.052801934945754726,0.23876076825895565,0.07287324619694208,0.11657491862938957,0.02385078179740255,0.03224373640818886,0.07644415807377948,0.03756517408576293,0.06687726077633269,0.0007402908805295955,0.05942440331740633,0.03122531926673252,0.10815642875877175,0.06834102272302003,0.050488421873757135,0.04993609160904042,0.034669121031782206,0.06249190364229818,0.04432788251372688,0.06376983841513677
125,0.059531514397249755,0.238778161975271,0.10476175700089321,0.10609481830478218,0.02742464986235452,0.004420945776290837,0.11698787888807316,0.024637322245585982,0.06297986279837534,0.02898468408108777,0.043693073983118266,0.03680645350294311,0.07814033132345413,0.023220240832459643,0.09136365640556231,0.0384835974092922,0.010505332278532583,0.12018117098028905,0.07667880676467495,0.004635417562230583
2019,0.05735711538652743,0.23895633549288492,0.028787314456780462,0.04691033677014139,0.013813741246088791,0.02106812795935371,0.06175319365262204,0.013259194817623231,0.058154314614277475,0.044274983932817154,0.09197197726321568,0.03016774173767137,0.025361867135444652,0.07150188783583748,0.0948518517405787,0.05459281003623575,0.10506219352473445,0.02596631107278538,0.11870734746325957,0.09379480474053278
2416,0.05809994169346913,0.23907038509867728,0.0036550623429132253,0.08883150061881813,0.0031791568077130183,0.014538819295290157,0.05598956159671104,0.027662468321652634,0.09245029678912109,0.02314354964956682,0.0012274823342285784,0.06821727674075256,0.04879683938953641,0.08306215245630759,0.07925760753521327,0.055253692978100136,0.10641674879303306,0.07442412661776233,0.09884951543387357,0.07504414229940637
419,0.0754591210656096,0.23913983029433686,0.037533691462277544,0.09858093286913983,0.03354883805821085,0.0193920974828124,0.0072742688148612735,0.04524491755056268,0.07683552693620552,0.07478294274409042,0.008252359687743873,0.05842690532189725,0.03793179978632547,0.06130673766794496,0.08576665977373109,0.0302414538496907,0.057147584197655574,0.09273729410362759,0.08179657920001882,0.09319941049320421
2313,0.08353797637642937,0.23915734768762426,0.06098606341531954,0.053531419468353575,0.0200452870624336,0.03880928864645511,0.020470743610408102,0.005246946359597805,0.05804535657740083,0.048992798035418506,0.05822614678958695,0.08934501345693924,0.09343683269030735,0.0017634527952865124,0.07118433840413567,0.005028457953025816,0.010332478301249842,0.11272225946799042,0.09577497400804334,0.15605814295804785
2357,0.06580144876710305,0.239235047792596,0.094465777521925,0.10625884180671076,0.01623365011913607,0.04861811247123825,0.021646669627993616,0.030011257286977094,0.04967556670007491,0.038252191403820406,0.038242286653545295,0.04889931924839539,0.13432253463775964,0.10297967771159118,0.05728848810615288,0.024419722312248433,0.05951891806252722,0.041797210301210995,0.04294586654550695,0.044423909483185815
2243,0.06533952873788632,0.23927630619733997,0.045437046520120775,0.0654720023241298,0.035176301139279484,0.02976880028478084,0.09434565786413728,0.03702993367334023,0.09409368136245926,0.06852208613297078,0.09762630717911219,0.0039516426541726084,0.07641343083186951,0.05736063602583303,0.017623315621745947,0.02224976453282242,0.10350924705074055,0.045553821073925346,0.09004601557454459,0.015820310154015565
1756,0.08848472227300726,0.23940083576777546,0.04342389465744364,0.10162190302786939,0.01648003131694839,0.03939268627934819,0.03130682502976886,0.017831590740409988,0.07025435107424079,0.0317406274405197,0.05522753387165498,0.09779123493235797,0.008852202815924304,0.09040674393033422,0.04606078975850953,0.00014548574616922167,0.07427577220734688,0.11526382267321851,0.07273097956059699,0.0871935249373384
609,0.0525551774263946,0.23973932694517333,0.023341125993888268,0.08488510181922422,0.03618427145984543,0.03990925735849322,0.09576770898836114,0.024260661511356904,0.07230350660782517,0.05504639489162767,0.028848596568430824,0.0017130072393665072,0.1189975747500962,0.05780842792576919,0.08666013234379301,0.009790005254229912,0.020869042685675084,0.045317291634896055,0.10798122226503003,0.09031667070209116
2617,0.07341817067484675,0.23975842103794584,0.09636755364220778,0.10511273668653799,0.014726047612811138,0.03292264294932932,0.031826379753264945,0.04099144188944835,0.09150890885065405,0.011149476823638099,0.08130754381262287,0.06695556761245251,0.032458639244216964,0.08272628515316609,0.0017689740715196986,0.03516711019052023,0.07726205028511028,0.1082066164598187,0.038781042168524925,0.05076098279415615
309,0.07575575156441693,0.24009970522991328,0.002089998429179931,0.09671066320145041,0.002321915172876958,0.028658863626229904,0.06835832835849276,0.02207770652521757,0.042591750266074244,0.11249713621219927,0.10219222320515177,0.027701712564554098,0.021676126767243252,0.09746459893621327,0.009464549760006602,0.11138080814673988,0.053709600675525715,0.054793028972425356,0.030920253308892958,0.11539073587152614
1059,0.08958736640785343,0.2401894603130723,0.10052723879595164,0.09961289676325652,0.06004977630097095,0.03278383850870382,0.10073716463299137,0.0011783632766044641,0.05144739847821073,0.059596853851674986,0.02568349702331954,0.05934604477319375,0.05516011138810933,0.06009210269926543,0.010193162666654829,0.017255943676450624,0.04990680789025937,0.07972954216214698,0.09832333462488253,0.03837592248735327
697,0.06361189084002565,0.24023247692607738,0.08176799338238075,0.12325854597926178,0.02232596267267821,0.060318882405935914,0.024583842248707514,0.009558206589272946,0.09765215772952004,0.06444780489087425,0.026039914177666146,0.119400192834514,0.04573929451560676,0.07920038857238879,0.03994695911919066,0.0017013606681975915,0.04508142610638508,0.01610705853829408,0.08514435217000613,0.05772565739911934
2154,0.0875696780691062,0.24034661531994805,0.0570299373300474,0.02985241681005724,0.04061927371740122,0.022075968885424818,0.022263070577277895,0.006366719632435187,0.05653598141040102,0.06856907256810596,0.09732326105637293,0.04138176679293016,0.07709851884687557,0.09915540878972237,0.07058854447422051,0.04201992030331473,0.007704643411563304,0.10402145647646822,0.09722281680508295,0.06017122211229836
200,0.07474663881029749,0.24035662736055677,0.04267917027198874,0.09437385567649796,0.03944646355692575,0.01802433283251689,0.07338395640267135,0.02273405196857663,0.018321264461360866,0.018997463401501356,0.061646687387068064,0.027097898978213956,0.09528743143636986,0.06354239121200292,0.04026429607703299,0.08180195537483287,0.07001434742739293,0.08428931304610478,0.09474806815932169,0.05334705232962033
1185,0.05904168290088411,0.24039399733472955,0.10834558711727826,0.09085490597518914,0.040560339452698636,0.03910094641961624,0.01208277627662562,0.03268978328456355,0.020680105344709033,0.011588639102248473,0.08294121789851587,0.032617877029314034,0.08088407260260343,0.0464854110574485,0.05001490932027715,0.08475964226690805,0.01413380212155432,0.08946648202294182,0.09981835689703093,0.06297514581047679
121,0.04275123688702566,0.24053746910390372,0.0008383751253845382,0.10461880515483578,0.011556867485931923,0.03593492639795395,0.010556677875701914,0.11358408627127113,0.0877743811671655,0.12407162765060618,0.019677917787207327,0.007510474016342569,0.06107340114738833,0.04509004057105669,0.06713358723865592,0.013354384152752433,0.05861945146325772,0.08199199053423141,0.12523557801609994,0.03137742794415686
2888,0.06404456358865392,0.24054042167820405,0.07488144143216302,0.08536017740679781,0.008755466655096678,0.0030660157662923335,0.1142283715519262,0.017914297195077145,0.07852440408241541,0.025167417759933978,0.10522119961380608,0.09787653337994255,0.09909339886100887,0.04297376813897231,0.055075114009215914,0.009630963415404,0.06204340017915406,0.015588007240560085,0.08423470823458853,0.020365315077645024
259,0.10827251926386772,0.24074422046459573,0.016393548297227604,0.10100483479176504,0.10053084648853554,0.00413646593291023,0.08285507260793284,0.00479538621966595,0.04641567777066271,0.09549612061762601,0.06244560838018099,0.0028479968050915774,0.10869811523250135,0.016206954201524994,0.016675936485207047,0.06322016889388966,0.032051148005275205,0.11318064031482249,0.1011085075654725,0.031936971389708246
229,0.0557389860032253,0.24075373553836854,0.02981796718420901,0.09400305001534705,0.02084064820351067,0.047329343865018504,0.07426605123821418,0.016106112614544223,0.08214166083780271,0.04126895996168344,0.029698512321512778,0.0566686712614477,0.03811926996947226,0.09543134182573727,0.0884825851254655,0.02022647629028257,0.005407031673454559,0.09362658072299852,0.09922847461493645,0.06733726227436246
