,Return,Volatility,VGSH,VOO
567,0.020567775442212194,0.009724088182448203,0.9663568918116948,0.03364310818830519
2315,0.017621251015690648,0.009737295587342773,0.9904901112229971,0.009509888777002897
2788,0.020704752145238474,0.009791381841804093,0.9652349975560031,0.03476500244399696
1482,0.020782512956615987,0.009832043732492815,0.9645981052547945,0.03540189474520551
1958,0.017427326712124495,0.009835784792002247,0.9920784292172488,0.007921570782751287
2978,0.020853105137692375,0.00987047662444908,0.9640199269171894,0.03598007308281054
1491,0.02085816168028173,0.009873284624008294,0.9639785118009009,0.03602148819909911
1017,0.020871345996644024,0.009880640570726585,0.9638705269504461,0.03612947304955392
641,0.02092837153245221,0.009913027690225831,0.9634034648907127,0.03659653510928727
88,0.020994572777887743,0.009951779917118297,0.9628612500809467,0.03713874991905332
2052,0.02100761753749521,0.009959560978691608,0.9627544082564089,0.03724559174359108
2825,0.021023520373763368,0.009969111081122086,0.9626241576352137,0.03737584236478633
1074,0.01715331186935109,0.009993440936073433,0.9943227209200706,0.0056772790799294775
797,0.017110279215908002,0.010020110926348047,0.9946751756487824,0.005324824351217628
1363,0.021119711801185916,0.01002836975286703,0.9618363111803939,0.03816368881960607
59,0.021179152444814872,0.010066255537133906,0.9613494684168538,0.0386505315831463
967,0.021190664740010134,0.010073703885178474,0.9612551780918273,0.03874482190817273
736,0.017010006440713057,0.010084218147936648,0.9954964499823593,0.004503550017640654
187,0.021221871917149072,0.01009407419307107,0.960999578767307,0.03900042123269299
2325,0.016941539990905176,0.010129546961499964,0.9960572177264357,0.003942782273564257
2950,0.021281951281412713,0.010134024406435613,0.9605075046250344,0.03949249537496563
1914,0.016906462981679794,0.010153252801806836,0.9963445125312265,0.0036554874687735554
1239,0.01690121819356033,0.010156825258435403,0.9963874694540721,0.0036125305459279436
874,0.02132395056714603,0.010162520709183678,0.9601635135932286,0.03983648640677141
1895,0.021368272765893124,0.010193095556026136,0.959800496970143,0.04019950302985697
2682,0.01681562938228937,0.010216140923068568,0.9970884762208794,0.002911523779120644
2081,0.02141161088403555,0.010223486110939014,0.9594455403627618,0.04055445963723825
2785,0.016795139617055276,0.010230623236263534,0.9972562956340257,0.0027437043659742488
2416,0.01676710666605708,0.010250612158158019,0.9974858967705703,0.002514103229429638
2815,0.021481329334429786,0.0102733907371513,0.9588745182306403,0.041125481769359665
1490,0.016693175259978266,0.010304290771022588,0.9980914247031497,0.0019085752968502907
1589,0.021526290209400865,0.010306230536960165,0.9585062705925639,0.041493729407436106
2675,0.021529140295171004,0.010308329475187781,0.9584829272445119,0.041517072755488056
823,0.01657697168203949,0.010391437029001213,0.9990431787145989,0.0009568212854011056
1295,0.02170010548146279,0.010437931255829959,0.9570826536491749,0.04291734635082511
2206,0.01649009198790153,0.010458764362939656,0.9997547583309584,0.00024524166904156644
2914,0.016478945348822563,0.010467534856674463,0.9998460537854166,0.0001539462145834224
374,0.02181350321838111,0.010527819278179744,0.9561538806034936,0.04384611939650645
49,0.021845590287768772,0.010553808991532184,0.9558910746077827,0.04410892539221729
2191,0.021954505355055078,0.010643817804305622,0.9549990164282006,0.04500098357179942
2259,0.022093474293070306,0.010762592546337494,0.9538608049671687,0.04613919503283127
2801,0.022191735870497175,0.01084916156764224,0.953056003151715,0.04694399684828502
579,0.02219755449524576,0.010854353686088428,0.9530083462762229,0.04699165372377724
1155,0.022222089908898793,0.010876327469706485,0.9528073913763733,0.04719260862362675
523,0.022427095461227016,0.011064896691562066,0.9511283135006426,0.04887168649935738
2943,0.022455855446797655,0.011092045328930971,0.9508927576587175,0.049107242341282484
1018,0.022482385743554517,0.011117237410078076,0.9506754638644027,0.049324536135597334
460,0.022542837290350316,0.011175165759456061,0.9501803413975926,0.049819658602407446
407,0.022548698439861025,0.011180820843684667,0.9501323362272056,0.049867663772794404
1595,0.022823091787639655,0.01145297774943237,0.9478849444162506,0.05211505558374943
363,0.022909300810490148,0.011541385194019108,0.9471788578673123,0.052821142132687696
2150,0.02300535544141098,0.011641457916522055,0.9463921318308272,0.053607868169172866
391,0.023040736173785315,0.011678727250139366,0.9461023494113647,0.05389765058863527
2393,0.023076511505396125,0.011716632554597841,0.9458093350655461,0.054190664934453875
1198,0.023154937527565436,0.011800492550869988,0.9451669944205707,0.05483300557942928
1289,0.02335407806737456,0.012018018007471007,0.9435359533548184,0.056464046645181516
1357,0.02338738158766673,0.012055020480147971,0.9432631841372463,0.056736815862753746
2903,0.023412799965845756,0.012083379567509723,0.9430549974030205,0.0569450025969795
2783,0.02342305913778645,0.012094854286939275,0.942970970661143,0.05702902933885697
1135,0.023583047743614013,0.01227589212787221,0.9416605996718541,0.058339400328145885
2517,0.023596496366952786,0.012291286361894267,0.9415504500410236,0.05844954995897642
1709,0.0237091908621767,0.012421330040783813,0.9406274368274881,0.05937256317251199
1521,0.023731038344294554,0.012446754168390766,0.940448497167328,0.05955150283267193
143,0.023790152311896597,0.01251588664376444,0.9399643300117559,0.06003566998824404
1430,0.023843497954250593,0.012578695264319295,0.9395274077585488,0.06047259224145124
2404,0.023859230588388954,0.012597294254216462,0.9393985511612094,0.0606014488387906
1125,0.023939829950834563,0.012693110341723102,0.938738409985795,0.0612615900142049
216,0.02395171938797342,0.012707319050072522,0.938641030716658,0.06135896928334192
1263,0.023980523367130684,0.01274182044305499,0.9384051145495753,0.0615948854504247
2354,0.024016014870892773,0.012784484125693451,0.9381144248679225,0.061885575132077444
2341,0.024081452195394,0.0128635796453829,0.9375784668776672,0.06242153312233274
789,0.024101863354264706,0.012888365029892525,0.9374112912822329,0.06258870871776716
928,0.02416803389265539,0.012969083620740311,0.9368693279755069,0.06313067202449307
45,0.024280279973944274,0.013107268005391547,0.9359499874523397,0.06405001254766036
2565,0.024292835981425197,0.013122822352917802,0.9358471487041725,0.06415285129582744
1130,0.02433522957040923,0.013175481122805883,0.9354999281702528,0.06450007182974712
2766,0.02444286432461127,0.013310145939081445,0.9346183562694539,0.06538164373054614
2467,0.02449353140957496,0.013374008400094282,0.9342033724779217,0.06579662752207825
30,0.024553162859331977,0.013449548577019476,0.9337149669354979,0.06628503306450202
1593,0.024839837625221795,0.013818211115358657,0.9313669853736855,0.0686330146263145
1383,0.02487216536086209,0.013860336461422026,0.9311022082246296,0.06889779177537037
2677,0.025197243210004452,0.01428978967379447,0.9284396899748256,0.07156031002517435
2248,0.025204233180613347,0.014299136978682953,0.9283824393059139,0.07161756069408604
258,0.02521435535416521,0.014312680972033073,0.9282995346359076,0.07170046536409237
1236,0.025366393236433638,0.014517259561915321,0.9270542832683685,0.0729457167316316
1414,0.025376021356089913,0.014530286010210355,0.9269754250983523,0.07302457490164771
2272,0.025524015127492177,0.014731550381419775,0.9257632966243409,0.07423670337565912
1969,0.02554610962373656,0.0147617617918462,0.9255823338191971,0.07441766618080288
842,0.025559040505561428,0.014779462553094331,0.9254764246994721,0.07452357530052788
2970,0.025586677795809757,0.014817342362960218,0.9252500641835051,0.0747499358164949
1199,0.025732926928053238,0.015018858130143732,0.9240522250054634,0.07594777499453662
2376,0.025779366679541504,0.015083214708641494,0.9236718647742754,0.07632813522572458
2496,0.025783696804049506,0.01508922429611295,0.9236363993140575,0.07636360068594247
902,0.025845222783826977,0.015174775207238056,0.9231324768092583,0.07686752319074176
1762,0.025887155077426355,0.015233252867951247,0.922789034469957,0.07721096553004307
2538,0.026302452496794984,0.01581957567494794,0.919387581676164,0.08061241832383599
2223,0.026334035470339783,0.015864674011433558,0.9191289044280281,0.08087109557197192
1838,0.026381460690788085,0.015932523181881503,0.9187404728099473,0.08125952719005271
2403,0.026488378281151685,0.016086044978692562,0.9178647747692497,0.08213522523075029
1677,0.02666434003204617,0.016340345178477628,0.916423577301443,0.08357642269855702
1265,0.026811865015152415,0.01655506050544055,0.9152152883920058,0.08478471160799415
2997,0.026841439490817017,0.01659826550862783,0.9149730615488262,0.08502693845117382
1873,0.02686514838209002,0.016632939653119273,0.9147788761994905,0.08522112380050949
1802,0.026879353405523276,0.016653730583091466,0.9146625313478505,0.08533746865214951
1639,0.027021298403053385,0.016862140056980373,0.913499944763162,0.08650005523683801
2967,0.027086366648878115,0.016958065881771487,0.9129670096756187,0.08703299032438133
2628,0.02715016302064983,0.017052349098284663,0.9124444917478004,0.08755550825219957
239,0.027178086777403226,0.017093688417265378,0.9122157849560115,0.0877842150439885
2217,0.027199321093891345,0.017125153279793314,0.9120418673688215,0.08795813263117844
1731,0.027415806291603416,0.017447328679995478,0.9102687665831435,0.0897312334168564
2429,0.027500185164429407,0.01757356870823771,0.9095776696985365,0.09042233030146354
841,0.02756310168391057,0.01766793454778974,0.9090623581146354,0.09093764188536473
1541,0.027673898862207506,0.017834593748708202,0.9081548846893598,0.09184511531064016
1791,0.027820146122910613,0.018055487285054937,0.9069570608399861,0.09304293916001398
1823,0.027861713565861784,0.01811845569937551,0.9066166067741455,0.09338339322585441
1141,0.027887101873870952,0.01815695461483419,0.9064086663266977,0.09359133367330226
2654,0.02798185699524021,0.018300902276527246,0.9056325837957789,0.09436741620422105
2209,0.028006592815373318,0.018338546675129058,0.9054299874863041,0.09457001251369593
1829,0.028031275363173597,0.01837613726684264,0.9052278274986479,0.09477217250135207
1555,0.02817959603594481,0.018602588364476546,0.9040130215710265,0.09598697842897348
2441,0.028187540917424744,0.018614745243915147,0.9039479497982538,0.09605205020174623
1820,0.028335718725855483,0.018841968674268437,0.9027343139870053,0.0972656860129947
857,0.02837972953717599,0.01890963292104245,0.9023738477521059,0.09762615224789409
1013,0.02842759830752704,0.01898331821652721,0.9019817832820364,0.09801821671796365
233,0.028443160612988256,0.019007293510115524,0.9018543217450267,0.09814567825497339
2990,0.028460995522733717,0.019034781934426828,0.9017082466654536,0.09829175333454639
506,0.02848853218315198,0.01907724833739097,0.9014827103482431,0.09851728965175692
2926,0.02852002842159175,0.019125858016854073,0.9012247434954807,0.09877525650451945
1446,0.028579127728996904,0.019217174126275143,0.9007406964128135,0.09925930358718638
1306,0.028662739271669208,0.019346596161905903,0.9000558842705941,0.09994411572940583
2589,0.028664231234003645,0.019348907998835905,0.9000436644993796,0.09995633550062043
2880,0.028716769911402262,0.019430371937284644,0.8996133516135172,0.10038664838648281
964,0.028750450916155017,0.019482650734787364,0.8993374906464826,0.10066250935351742
2060,0.02887415244818845,0.019675017452637358,0.898324325377189,0.10167567462281105
1944,0.02899584088268833,0.019864794260358812,0.8973276481858613,0.10267235181413868
183,0.02904657068669057,0.019944063623434854,0.8969121507001936,0.10308784929980644
2020,0.02907319578241287,0.019985703317055018,0.8966940804642473,0.10330591953575276
1038,0.029167014329247308,0.02013262275417614,0.8959256688552256,0.1040743311447744
226,0.029202652220471317,0.020188509834777105,0.8956337802014191,0.10436621979858085
1834,0.029217990185282473,0.020212575839328745,0.8955081561045073,0.1044918438954927
2582,0.02922299271433597,0.020220426748118064,0.8954671833807882,0.10453281661921178
103,0.029274122773507678,0.020300717333928544,0.8950484076443995,0.10495159235560043
1566,0.02930242883673074,0.020345204045137098,0.8948165696089556,0.1051834303910444
2784,0.029420414065705055,0.020530914001039298,0.8938502231593893,0.1061497768406108
1702,0.029444580574309154,0.020569007453862285,0.8936522897401721,0.10634771025982782
1362,0.02951034748549801,0.020672768651076995,0.8931136323024675,0.10688636769753249
1457,0.029669430960153325,0.02092431068086316,0.8918106747012976,0.10818932529870243
2295,0.02975168851959352,0.021054676444743462,0.8911369522259839,0.10886304777401613
2128,0.02976007675358824,0.02106798181778483,0.8910682492179091,0.10893175078209094
2021,0.029812887085358467,0.021151796777966213,0.8906357113735515,0.10936428862644851
2271,0.029836191056543983,0.02118880826790021,0.8904448424824902,0.10955515751750967
334,0.02984183224596794,0.021197770004087325,0.8903986388736271,0.10960136112637292
2819,0.029878278506032994,0.021255691604298164,0.8901001293540879,0.10989987064591211
1421,0.03002535857104477,0.021489820420921013,0.8888954845026796,0.11110451549732032
538,0.030077732014986286,0.021573337018550652,0.8884665249452467,0.1115334750547533
1346,0.030087708198872007,0.0215892539713687,0.8883848159892868,0.11161518401071327
2400,0.030160678767545388,0.021705760696145195,0.8877871577012674,0.11221284229873266
1469,0.03023830956488321,0.021829865620715986,0.8871513302673031,0.11284866973269689
1957,0.030459031169040755,0.022183587188698645,0.8853435316100094,0.11465646838999054
1882,0.03073451372140238,0.02262678685795319,0.883087218775713,0.11691278122428701
2310,0.030783858469215414,0.02270636716791134,0.8826830654569594,0.11731693454304064
1000,0.03084378875080606,0.022803096266456227,0.8821922123617024,0.11780778763829754
1366,0.03085545629862294,0.02282193775068043,0.8820966504553011,0.11790334954469894
1754,0.030886487161917702,0.022872063670700823,0.8818424952120343,0.11815750478796588
281,0.031226987532196923,0.023423519734034993,0.8790536603150233,0.12094633968497671
1638,0.031252184481704345,0.023464428409717235,0.8788472871706214,0.12115271282937862
1812,0.031311213582379045,0.023560318430725476,0.8783638151092966,0.12163618489070341
71,0.0313472392308016,0.023618876571576703,0.8780687505681747,0.12193124943182532
2282,0.031418706733583525,0.023735124106118322,0.877483402993965,0.12251659700603501
2949,0.03142451284144224,0.02374457284546467,0.8774358486368319,0.12256415136316806
406,0.031429513558497345,0.023752711465083193,0.877394890754108,0.12260510924589199
1042,0.03144019826337161,0.02377010244440833,0.8773073787264611,0.12269262127353882
1767,0.03149343106514989,0.02385678173500055,0.8768713806829256,0.12312861931707446
1985,0.031519296765082735,0.023898919821065234,0.8766595302037347,0.12334046979626538
1845,0.03159402143226873,0.024020730231095484,0.8760475051438354,0.12395249485616452
1424,0.031675036744611,0.02415292061703934,0.875383957171576,0.12461604282842398
1760,0.03170095701617316,0.02419524120998982,0.875171659728806,0.12482834027119409
1282,0.03172586587543552,0.02423592277173705,0.8749676461593093,0.1250323538406907
2005,0.031729235136878906,0.024241426429363666,0.8749400505538103,0.1250599494461897
2522,0.031789232286619146,0.02433946787433043,0.8744486497815305,0.1255513502184695
2345,0.03188618028397496,0.024498035880923204,0.8736546067148534,0.1263453932851466
1988,0.031906423088343905,0.024531167341280278,0.8734888100104587,0.1265111899895413
1174,0.031960506482005324,0.024619723253381815,0.873045845277504,0.12695415472249605
955,0.03200266578842028,0.024688792231362243,0.872700543611995,0.127299456388005
1206,0.032031664624899925,0.02473631952306228,0.8724630314851188,0.12753696851488117
1995,0.03211160021461413,0.024867408034474493,0.8718083268751787,0.12819167312482121
154,0.032151321339586356,0.024932590492570718,0.871482994895715,0.1285170051042849
855,0.03221389869550083,0.025035336933792698,0.8709704611977521,0.12902953880224782
2738,0.032264321707553,0.025118177125327608,0.8705574764614707,0.1294425235385293
1746,0.032334520890963725,0.02523358124255238,0.8699825169327133,0.13001748306728675
605,0.03235176471339374,0.02526194224865808,0.8698412830958417,0.13015871690415826
509,0.032352114015393486,0.02526251680011616,0.8698384221720615,0.1301615778279384
2775,0.03242297126077158,0.025379109704496625,0.8692580728512828,0.13074192714871727
2751,0.03248892455688753,0.025487709468324803,0.8687178888461076,0.1312821111538924
1734,0.03269706112270447,0.02583090119143375,0.8670131667113907,0.13298683328860925
553,0.03276349386399225,0.025940587890053303,0.866469055857545,0.1335309441424551
1499,0.032780459705797536,0.025968611299050766,0.8663300987937245,0.1336699012062755
2659,0.03284376201895537,0.026073211074335596,0.8658116274045414,0.13418837259545868
264,0.03289483051777969,0.026157641345068237,0.865393355872142,0.134606644127858
1775,0.03302907395442675,0.026379773278478583,0.8642938481667348,0.13570615183326515
2086,0.03312204229736221,0.026533766574031822,0.8635324000693861,0.13646759993061391
186,0.033132679770488074,0.026551394720664288,0.8634452748887435,0.1365547251112565
1742,0.033208083092513795,0.026676398754956164,0.862827691372921,0.13717230862707894
2833,0.033217919232461944,0.02669271127440411,0.8627471294331006,0.13725287056689936
1998,0.03335337379578635,0.026917494321892086,0.8616377021133925,0.13836229788660745
2862,0.03340512434088714,0.02700344173662729,0.8612138443478399,0.1387861556521601
1728,0.03364545020212949,0.02740306126336218,0.8592454789450733,0.14075452105492672
614,0.033718064803925675,0.02752396035471724,0.8586507361688593,0.1413492638311407
1509,0.03379359629616994,0.02764978986848518,0.8580321028874289,0.1419678971125711
547,0.033846738316961396,0.02773836494312656,0.8575968483766647,0.14240315162333525
283,0.03386394446907047,0.027767051330678902,0.8574559230748635,0.14254407692513651
34,0.034090647276791466,0.028145365727601773,0.855599135956235,0.14440086404376495
1283,0.034151405898365086,0.028246866845889423,0.8551014984235655,0.1448985015764344
2275,0.034162062994157194,0.028264674867355465,0.8550142125253991,0.14498578747460084
1724,0.03420963339340328,0.028344181942891972,0.8546245918346098,0.14537540816539016
645,0.034282835410462946,0.028466582020438374,0.8540250378912758,0.14597496210872418
1056,0.034347024936409,0.02857396517044667,0.8534992998727411,0.1465007001272589
2195,0.034442410979572416,0.02873362699547579,0.8527180498387286,0.1472819501612714
2100,0.03457233438334511,0.02895126891943361,0.8516539249390036,0.14834607506099642
681,0.034613256262759434,0.029019859361582623,0.8513187582980147,0.14868124170198527
705,0.034654212812196425,0.029088526831837488,0.8509833076956046,0.14901669230439535
289,0.03468778879659895,0.029144834119979972,0.8507083068874514,0.14929169311254858
2559,0.03474438695416281,0.029239778224158186,0.8502447452273241,0.14975525477267596
483,0.03474899408693077,0.029247508305598677,0.8502070109581136,0.1497929890418866
86,0.034752142387897256,0.029252790819472227,0.8501812251077355,0.14981877489226444
2718,0.03477987945687384,0.02929933537972886,0.849954047363878,0.15004595263612194
2899,0.034784067495212484,0.029306363907402082,0.8499197456464986,0.15008025435350125
2369,0.03483049495615623,0.02938429310508639,0.8495394860798107,0.15046051392018928
542,0.03510820375663108,0.029850914288761084,0.8472649393786245,0.15273506062137557
1016,0.03512720055425726,0.029882863369260406,0.8471093479702866,0.15289065202971347
99,0.03519026313560656,0.029988949570629694,0.8465928400809756,0.15340715991902443
2419,0.03528758113890589,0.030152741135604715,0.8457957665168968,0.15420423348310316
1420,0.03532489777758185,0.03021557244572909,0.8454901282466849,0.15450987175331507
1503,0.03539304343365251,0.03033034748832785,0.8449319879322597,0.1550680120677403
642,0.035403785989933705,0.030348444953046446,0.8448440020783367,0.15515599792166332
1332,0.03544227322757716,0.030413291870289544,0.8445287761320577,0.15547122386794232
2874,0.03549114904443184,0.030495663355819425,0.8441284635463402,0.15587153645365978
1336,0.035593830205786284,0.030668789590865556,0.843287463562064,0.156712536437936
1613,0.035641513476504426,0.03074922064715716,0.8428969184085497,0.1571030815914503
1705,0.035855720921340366,0.031110804494331453,0.841142473334472,0.1588575266655279
1633,0.03593852010378625,0.03125068356669526,0.8404643147490359,0.1595356852509641
1506,0.03607712281343784,0.031484974062106735,0.839329102845508,0.16067089715449195
68,0.03611541812014474,0.03154973755929764,0.8390154488907462,0.16098455110925375
22,0.0362051019200293,0.03170145747601505,0.8382809025212093,0.16171909747879068
2466,0.03625817852762116,0.03179128110964506,0.8378461837708427,0.16215381622915728
66,0.03642665999578234,0.03207656811874847,0.836466252825328,0.16353374717467198
887,0.03643094129929334,0.03208382069895559,0.8364311872286991,0.1635688127713008
2753,0.03646216228340465,0.032136714045892564,0.8361754748195253,0.1638245251804746
1545,0.03647233389850613,0.03215394814155224,0.8360921652033547,0.16390783479664534
1732,0.03660212836147431,0.03237393795372546,0.8350290963806466,0.16497090361935354
220,0.03666419416666044,0.032479182405142845,0.8345207524887669,0.16547924751123305
2219,0.03666986291232208,0.03248879639787051,0.8344743231832407,0.16552567681675925
543,0.036686764551381465,0.032517462514324635,0.8343358919657157,0.16566410803428427
2936,0.03668767571033752,0.032519007955535084,0.8343284292076245,0.1656715707923755
1806,0.03668776526366298,0.03251915984969815,0.834327695729893,0.165672304270107
2771,0.03671237450909787,0.03256090278498558,0.8341261361180734,0.16587386388192663
1708,0.03676896638181073,0.03265691392612481,0.8336626259334019,0.16633737406659813
1167,0.036855453834317896,0.03280369342550282,0.8329542589336604,0.16704574106633963
2143,0.0369824269841949,0.03301928760430291,0.8319142977991982,0.1680857022008018
2534,0.03708247727831531,0.03318925519865868,0.8310948456750481,0.16890515432495193
1240,0.037095261966463136,0.03321097956635839,0.8309901339403007,0.16900986605969925
975,0.037095958271533745,0.03321216279735619,0.830984430921892,0.16901556907810797
1104,0.03716139670747979,0.03332337854384684,0.8304484638284569,0.16955153617154312
2440,0.03716912447269094,0.03333651436248912,0.8303851703251955,0.16961482967480448
2327,0.03727916995349527,0.0335236199737716,0.8294838536045301,0.17051614639546991
2651,0.03728623624532732,0.033535637530741,0.8294259778341233,0.17057402216587667
936,0.03737668522616289,0.03368949512140751,0.8286851643250325,0.17131483567496758
2802,0.03745823233153591,0.033828260832565404,0.8280172607540964,0.17198273924590354
2879,0.037463420798743895,0.033837091465267394,0.8279747651221542,0.17202523487784588
2946,0.037534277166943915,0.03395770622321689,0.8273944229858162,0.17260557701418372
84,0.03769749927424892,0.03423568381091358,0.8260575683197183,0.17394243168028162
338,0.037803642248417216,0.034416550530072386,0.8251882146970181,0.17481178530298197
17,0.037830615091325494,0.034462524213274684,0.8249672962718413,0.17503270372815877
130,0.038048038477726365,0.03483328736988321,0.8231865113436962,0.17681348865630378
1308,0.038073210951233574,0.03487623306165542,0.8229803386675744,0.1770196613324257
2714,0.03828136968503015,0.03523152030819807,0.8212754349681937,0.1787245650318063
1585,0.03834797434646307,0.03534525984934959,0.8207299160192557,0.1792700839807443
2623,0.03840431376259624,0.03544149125824709,0.8202684735554471,0.1797315264445529
1364,0.038462900676404004,0.03554158238872871,0.8197886231822998,0.18021137681770014
2323,0.03846589404901079,0.035546696897729865,0.8197641062574614,0.18023589374253846
1953,0.03848487062852138,0.035579121766575864,0.819608680443617,0.18039131955638302
333,0.038698513602090576,0.035944319581982964,0.8178588586161036,0.18214114138389634
1565,0.03870534316787001,0.03595599844462093,0.81780292172722,0.18219707827277992
1094,0.03885020565419865,0.03620378451270358,0.8166164397365845,0.18338356026341554
2276,0.038923565710870855,0.036329312941685545,0.8160155913852997,0.18398440861470036
802,0.038950694211895745,0.03637574112784758,0.8157933980575808,0.1842066019424191
608,0.03895425609833668,0.03638183731539396,0.8157642247759262,0.18423577522407375
1929,0.039099779781063354,0.03663096356700447,0.8145723273210221,0.18542767267897778
1086,0.03919948130317883,0.03680171424360857,0.8137557317797818,0.18624426822021825
1879,0.03927177897380137,0.03692556701403307,0.8131635847972707,0.1868364152027293
1458,0.03928606404602485,0.03695004209409617,0.813046584313863,0.186953415686137
2463,0.039408722057470875,0.037160241736886625,0.8120419658976242,0.18795803410237577
10,0.03947433412641159,0.03727271473977516,0.8115045766801708,0.18849542331982916
2380,0.039683274084887456,0.03763103387413263,0.8097932744366529,0.19020672556334703
1107,0.039705930415255324,0.03766990177318388,0.8096077099842082,0.1903922900157918
1525,0.03972580218749522,0.03770399482406215,0.809444952182087,0.19055504781791294
425,0.039801078120228595,0.03783316052320363,0.8088284120357733,0.19117158796422679
656,0.03984104348468539,0.037901748690456614,0.8085010796367587,0.1914989203632414
1401,0.03993724788574442,0.03806688682679507,0.8077131269226413,0.1922868730773587
1452,0.03997516193706026,0.0381319803309844,0.8074025956027782,0.1925974043972218
2875,0.04007533878744272,0.03830400527773201,0.8065821069319726,0.19341789306802742
1926,0.04009813345279399,0.038343155463644744,0.8063954094604099,0.19360459053959017
111,0.040122926362503884,0.038385740549817464,0.8061923455643538,0.19380765443564615
977,0.04013543714229096,0.03840723059917574,0.8060898772491788,0.19391012275082123
1496,0.04022688587085808,0.038564337200208035,0.805340875404317,0.194659124595683
2147,0.04025600407019896,0.03861436999179741,0.8051023856476293,0.19489761435237077
1365,0.04057242398542386,0.03915832183895715,0.8025107793566735,0.1974892206433265
2906,0.040624390210372736,0.039247700522423115,0.802085155086472,0.19791484491352782
173,0.040655999618837625,0.039302072773701846,0.8018262613257153,0.1981737386742848
1583,0.040742266551436264,0.039450486038811704,0.8011197004726628,0.19888029952733727
2268,0.04083440468319053,0.03960903698946039,0.800365052138592,0.19963494786140804
1073,0.04084676054807233,0.0396303017895403,0.8002638526387593,0.1997361473612407
961,0.040875490871553115,0.03967975011811784,0.8000285397412729,0.19997146025872717
870,0.040947985806435466,0.03980453874814715,0.7994347770851833,0.20056522291481668
2228,0.04108516505078028,0.04004073394442396,0.7983112239346811,0.20168877606531893
574,0.041108073757899835,0.04008018606650742,0.7981235924151969,0.20187640758480305
2735,0.041120357855247605,0.04010134199297027,0.798022980720315,0.20197701927968506
2959,0.041188522998688304,0.04021874910756287,0.7974646807964961,0.20253531920350384
2188,0.041227240555768346,0.04028544470811062,0.7971475684414544,0.20285243155854563
905,0.04128555643266128,0.040385912668933065,0.7966699379695832,0.2033300620304169
1703,0.04133322361841117,0.04046804539275366,0.7962795245584242,0.20372047544157584
632,0.04144719965643337,0.040664469493926894,0.7953460149942534,0.2046539850057466
1175,0.041450014743801514,0.040669321638330765,0.7953229582971816,0.20467704170281853
485,0.04156090151445721,0.0408604741539163,0.7944147510744761,0.2055852489255239
688,0.04158671232549424,0.040904975359062755,0.7942033501574045,0.20579664984259544
2304,0.041593139971733986,0.04091605787736332,0.794150705151103,0.205849294848897
2063,0.04161250394453002,0.040949446155442173,0.7939921064305375,0.20600789356946247
2309,0.04161944359803744,0.04096141220102783,0.793935267878912,0.20606473212108803
1578,0.041689107440398006,0.04108154425118213,0.7933646930085361,0.20663530699146399
1264,0.04170021565881,0.04110070164466362,0.7932737122347836,0.2067262877652164
2073,0.041731431517829924,0.041154539585877926,0.7930180418021685,0.2069819581978316
1277,0.04176941044833176,0.041220046981536036,0.7927069790956939,0.20729302090430624
2340,0.041819874548089,0.041307098017143995,0.7922936578345926,0.2077063421654074
4,0.04182069420859302,0.04130851202143249,0.7922869444856014,0.20771305551439867
